Sample: NiMnInSn
time          time2         time3         T control     T sample      Field (T)
06:05:08      06:05:08      06:05:08      255.000       246.540       2.9999
06:05:09      06:05:09      06:05:09      255.000       246.542       3.0000
06:05:10      06:05:10      06:05:10      254.999       246.543       2.9999
06:05:11      06:05:11      06:05:11      255.000       246.543       3.0000
06:05:12      06:05:12      06:05:12      255.001       246.544       3.0000
06:05:13      06:05:13      06:05:13      255.000       246.543       2.9999
06:05:14      06:05:14      06:05:14      255.000       246.545       3.0000
06:05:15      06:05:15      06:05:15      255.001       246.545       3.0000
06:05:16      06:05:16      06:05:16      255.000       246.550       2.9999
06:05:18      06:05:18      06:05:18      255.000       246.550       2.9999
06:05:19      06:05:19      06:05:19      255.000       246.554       2.9999
06:05:20      06:05:20      06:05:20      255.000       246.553       2.9999
06:05:21      06:05:21      06:05:21      255.000       246.554       2.9999
06:05:22      06:05:22      06:05:22      255.001       246.555       3.0000
06:05:23      06:05:23      06:05:23      255.001       246.557       2.9999
06:05:24      06:05:24      06:05:24      255.002       246.556       3.0000
06:05:25      06:05:25      06:05:25      255.001       246.559       3.0000
06:05:26      06:05:26      06:05:26      255.002       246.557       3.0000
06:05:27      06:05:27      06:05:27      255.002       246.561       3.0000
06:05:28      06:05:28      06:05:28      255.002       246.561       3.0000
06:05:29      06:05:29      06:05:29      255.002       246.563       3.0000
06:05:31      06:05:31      06:05:31      255.002       246.563       3.0000
06:05:32      06:05:32      06:05:32      255.003       246.566       2.9999
06:05:33      06:05:33      06:05:33      255.001       246.568       2.9999
06:05:34      06:05:34      06:05:34      255.002       246.573       3.0000
06:05:35      06:05:35      06:05:35      255.002       246.576       2.9999
06:05:36      06:05:36      06:05:36      255.002       246.583       2.9999
06:05:37      06:05:37      06:05:37      255.002       246.587       3.0000
06:05:38      06:05:38      06:05:38      255.002       246.586       3.0000
06:05:39      06:05:39      06:05:39      255.003       246.587       3.0000
06:05:40      06:05:40      06:05:40      255.003       246.593       3.0000
06:05:41      06:05:41      06:05:41      255.003       246.594       3.0000
06:05:42      06:05:42      06:05:42      255.002       246.595       2.9999
06:05:43      06:05:43      06:05:43      255.003       246.593       2.9999
06:05:44      06:05:44      06:05:44      255.002       246.594       2.9999
06:05:46      06:05:46      06:05:46      255.002       246.597       2.9999
06:05:47      06:05:47      06:05:47      255.003       246.603       3.0000
06:05:48      06:05:48      06:05:48      255.002       246.606       3.0000
06:05:49      06:05:49      06:05:49      255.001       246.609       3.0000
06:05:50      06:05:50      06:05:50      255.000       246.610       3.0000
06:05:51      06:05:51      06:05:51      255.000       246.607       3.0000
06:05:52      06:05:52      06:05:52      255.001       246.604       3.0000
06:05:53      06:05:53      06:05:53      255.001       246.603       3.0000
06:05:54      06:05:54      06:05:54      255.000       246.602       3.0000
06:05:55      06:05:55      06:05:55      255.001       246.601       3.0000
06:05:56      06:05:56      06:05:56      255.001       246.602       3.0000
06:05:57      06:05:57      06:05:57      255.000       246.600       3.0000
06:05:59      06:05:59      06:05:59      255.001       246.602       3.0000
06:06:00      06:06:00      06:06:00      255.000       246.602       3.0000
06:06:01      06:06:01      06:06:01      255.000       246.603       2.9999
06:06:02      06:06:02      06:06:02      255.000       246.602       2.9999
06:06:03      06:06:03      06:06:03      254.999       246.604       3.0000
06:06:04      06:06:04      06:06:04      254.999       246.606       2.9999
06:06:05      06:06:05      06:06:05      254.999       246.608       3.0000
06:06:06      06:06:06      06:06:06      255.000       246.608       3.0000
06:06:07      06:06:07      06:06:07      255.000       246.611       2.9999
06:06:08      06:06:08      06:06:08      255.001       246.610       3.0000
06:06:09      06:06:09      06:06:09      255.000       246.612       3.0000
06:06:11      06:06:11      06:06:11      254.999       246.614       3.0000
06:06:12      06:06:12      06:06:12      254.999       246.615       3.0000
06:06:13      06:06:13      06:06:13      254.999       246.615       2.9999
06:06:14      06:06:14      06:06:14      254.999       246.616       2.9999
06:06:15      06:06:15      06:06:15      254.999       246.617       2.9999
06:06:16      06:06:16      06:06:16      254.999       246.616       3.0000
06:06:17      06:06:17      06:06:17      255.000       246.621       3.0000
06:06:18      06:06:18      06:06:18      255.000       246.624       2.9999
06:06:19      06:06:19      06:06:19      255.000       246.629       3.0000
06:06:20      06:06:20      06:06:20      255.000       246.630       2.9999
06:06:21      06:06:21      06:06:21      255.000       246.628       3.0000
06:06:22      06:06:22      06:06:22      255.001       246.629       3.0000
06:06:23      06:06:23      06:06:23      255.001       246.628       2.9999
06:06:25      06:06:25      06:06:25      254.999       246.630       2.9999
06:06:26      06:06:26      06:06:26      255.000       246.633       2.9999
06:06:27      06:06:27      06:06:27      255.000       246.636       3.0000
06:06:28      06:06:28      06:06:28      255.000       246.636       2.9999
06:06:29      06:06:29      06:06:29      255.001       246.638       2.9999
06:06:30      06:06:30      06:06:30      255.001       246.637       3.0000
06:06:31      06:06:31      06:06:31      254.999       246.638       3.0000
06:06:32      06:06:32      06:06:32      254.999       246.639       3.0000
06:06:33      06:06:33      06:06:33      255.000       246.638       3.0000
06:06:34      06:06:34      06:06:34      255.000       246.644       3.0000
06:06:35      06:06:35      06:06:35      255.000       246.643       2.9999
06:06:36      06:06:36      06:06:36      255.000       246.648       2.9999
06:06:37      06:06:37      06:06:37      255.000       246.649       3.0000
06:06:38      06:06:38      06:06:38      254.999       246.653       2.9999
06:06:39      06:06:39      06:06:39      255.000       246.655       3.0000
06:06:41      06:06:41      06:06:41      255.000       246.655       3.0000
06:06:42      06:06:42      06:06:42      255.000       246.653       3.0000
06:06:43      06:06:43      06:06:43      255.000       246.653       3.0000
06:06:44      06:06:44      06:06:44      255.000       246.654       3.0000
06:06:45      06:06:45      06:06:45      255.001       246.654       3.0000
06:06:46      06:06:46      06:06:46      255.000       246.654       2.9999
06:06:47      06:06:47      06:06:47      255.000       246.653       2.9999
06:06:48      06:06:48      06:06:48      255.000       246.654       3.0000
06:06:49      06:06:49      06:06:49      255.001       246.652       3.0000
06:06:51      06:06:51      06:06:51      255.000       246.658       3.0000
06:06:52      06:06:52      06:06:52      254.999       246.657       2.9999
06:06:53      06:06:53      06:06:53      254.998       246.658       2.9999
06:06:54      06:06:54      06:06:54      254.999       246.662       3.0000
06:06:55      06:06:55      06:06:55      254.999       246.664       3.0000
06:06:56      06:06:56      06:06:56      255.000       246.664       3.0000
06:06:57      06:06:57      06:06:57      254.999       246.665       2.9999
06:06:58      06:06:58      06:06:58      255.000       246.674       3.0000
06:06:59      06:06:59      06:06:59      255.000       246.675       2.9999
06:07:00      06:07:00      06:07:00      255.000       246.675       3.0000
06:07:01      06:07:01      06:07:01      255.000       246.676       3.0000
06:07:02      06:07:02      06:07:02      255.001       246.677       2.9999
06:07:03      06:07:03      06:07:03      255.001       246.678       2.9999
06:07:04      06:07:04      06:07:04      255.000       246.679       2.9999
06:07:06      06:07:06      06:07:06      255.000       246.674       3.0000
06:07:07      06:07:07      06:07:07      255.000       246.675       2.9999
06:07:08      06:07:08      06:07:08      255.000       246.673       3.0000
06:07:09      06:07:09      06:07:09      255.000       246.675       3.0000
06:07:10      06:07:10      06:07:10      255.000       246.677       3.0000
06:07:11      06:07:11      06:07:11      255.001       246.675       2.9999
06:07:12      06:07:12      06:07:12      255.000       246.679       3.0000
06:07:13      06:07:13      06:07:13      255.000       246.683       2.9999
06:07:14      06:07:14      06:07:14      254.999       246.682       3.0000
06:07:15      06:07:15      06:07:15      255.000       246.683       3.0000
06:07:16      06:07:16      06:07:16      255.000       246.685       3.0000
06:07:17      06:07:17      06:07:17      255.000       246.685       3.0000
06:07:18      06:07:18      06:07:18      254.999       246.685       2.9999
06:07:19      06:07:19      06:07:19      255.000       246.692       3.0000
06:07:20      06:07:20      06:07:20      255.000       246.691       3.0000
06:07:21      06:07:21      06:07:21      255.001       246.696       3.0000
06:07:23      06:07:23      06:07:23      255.001       246.697       3.0000
06:07:24      06:07:24      06:07:24      255.000       246.699       2.9999
06:07:25      06:07:25      06:07:25      255.000       246.700       3.0000
06:07:26      06:07:26      06:07:26      255.000       246.707       3.0000
06:07:27      06:07:27      06:07:27      255.000       246.709       2.9999
06:07:28      06:07:28      06:07:28      255.000       246.712       3.0000
06:07:29      06:07:29      06:07:29      255.000       246.711       2.9999
06:07:30      06:07:30      06:07:30      255.001       246.707       3.0000
06:07:31      06:07:31      06:07:31      255.001       246.708       3.0000
06:07:32      06:07:32      06:07:32      255.000       246.706       3.0000
06:07:33      06:07:33      06:07:33      255.000       246.710       3.0000
06:07:34      06:07:34      06:07:34      255.000       246.708       3.0000
06:07:35      06:07:35      06:07:35      255.001       246.712       3.0000
06:07:37      06:07:37      06:07:37      255.000       246.713       3.0000
06:07:38      06:07:38      06:07:38      255.000       246.716       3.0000
06:07:39      06:07:39      06:07:39      255.001       246.717       3.0000
06:07:40      06:07:40      06:07:40      255.000       246.715       2.9999
06:07:41      06:07:41      06:07:41      255.001       246.717       3.0000
06:07:42      06:07:42      06:07:42      255.001       246.714       3.0000
06:07:43      06:07:43      06:07:43      255.000       246.713       3.0000
06:07:44      06:07:44      06:07:44      254.999       246.711       2.9999
06:07:45      06:07:45      06:07:45      255.000       246.713       2.9999
06:07:46      06:07:46      06:07:46      255.000       246.714       2.9999
06:07:47      06:07:47      06:07:47      254.999       246.711       3.0000
06:07:48      06:07:48      06:07:48      254.998       246.712       3.0000
06:07:49      06:07:49      06:07:49      254.999       246.713       3.0000
06:07:50      06:07:50      06:07:50      254.999       246.713       3.0000
06:07:52      06:07:52      06:07:52      254.999       246.715       2.9999
06:07:53      06:07:53      06:07:53      254.999       246.717       2.9999
06:07:54      06:07:54      06:07:54      254.999       246.721       3.0000
06:07:55      06:07:55      06:07:55      254.999       246.723       3.0000
06:07:56      06:07:56      06:07:56      254.999       246.726       3.0000
06:07:57      06:07:57      06:07:57      255.000       246.731       2.9999
06:07:58      06:07:58      06:07:58      255.001       246.734       3.0000
06:07:59      06:07:59      06:07:59      255.000       246.734       2.9999
06:08:00      06:08:00      06:08:00      255.001       246.734       2.9999
06:08:01      06:08:01      06:08:01      255.001       246.735       2.9999
06:08:02      06:08:02      06:08:02      255.001       246.735       3.0000
06:08:03      06:08:03      06:08:03      255.001       246.735       3.0000
06:08:04      06:08:04      06:08:04      255.000       246.735       3.0000
06:08:05      06:08:05      06:08:05      255.002       246.736       3.0000
06:08:07      06:08:07      06:08:07      255.001       246.738       3.0000
06:08:08      06:08:08      06:08:08      255.001       246.738       3.0000
06:08:09      06:08:09      06:08:09      255.001       246.740       2.9999
06:08:10      06:08:10      06:08:10      255.002       246.741       3.0000
06:08:11      06:08:11      06:08:11      255.000       246.744       3.0000
06:08:12      06:08:12      06:08:12      255.000       246.746       3.0000
06:08:13      06:08:13      06:08:13      255.000       246.744       3.0000
06:08:14      06:08:14      06:08:14      255.000       246.747       2.9999
06:08:15      06:08:15      06:08:15      255.000       246.741       3.0000
06:08:16      06:08:16      06:08:16      255.000       246.744       3.0000
06:08:17      06:08:17      06:08:17      255.000       246.744       3.0000
06:08:19      06:08:19      06:08:19      255.000       246.743       3.0000
06:08:20      06:08:20      06:08:20      255.000       246.741       2.9999
06:08:21      06:08:21      06:08:21      255.000       246.742       3.0000
06:08:22      06:08:22      06:08:22      255.000       246.744       3.0000
06:08:23      06:08:23      06:08:23      254.999       246.747       3.0000
06:08:24      06:08:24      06:08:24      254.998       246.749       3.0000
06:08:25      06:08:25      06:08:25      254.999       246.750       2.9999
06:08:26      06:08:26      06:08:26      255.000       246.753       3.0000
06:08:27      06:08:27      06:08:27      255.000       246.759       2.9999
06:08:28      06:08:28      06:08:28      255.000       246.760       2.9999
06:08:29      06:08:29      06:08:29      255.000       246.760       3.0000
06:08:30      06:08:30      06:08:30      255.001       246.763       3.0000
06:08:31      06:08:31      06:08:31      255.001       246.765       2.9999
06:08:32      06:08:32      06:08:32      255.000       246.764       3.0000
06:08:33      06:08:33      06:08:33      255.001       246.762       2.9999
06:08:35      06:08:35      06:08:35      255.000       246.761       2.9999
06:08:36      06:08:36      06:08:36      255.001       246.764       2.9999
06:08:37      06:08:37      06:08:37      255.000       246.765       3.0000
06:08:38      06:08:38      06:08:38      255.001       246.771       3.0000
06:08:39      06:08:39      06:08:39      255.000       246.771       3.0000
06:08:40      06:08:40      06:08:40      254.999       246.770       3.0000
06:08:41      06:08:41      06:08:41      254.999       246.769       3.0000
06:08:42      06:08:42      06:08:42      255.001       246.771       2.9999
06:08:43      06:08:43      06:08:43      255.000       246.771       3.0000
06:08:44      06:08:44      06:08:44      255.001       246.772       3.0000
06:08:45      06:08:45      06:08:45      255.001       246.773       3.0000
06:08:47      06:08:47      06:08:47      254.999       246.774       3.0000
06:08:48      06:08:48      06:08:48      255.000       246.775       3.0000
06:08:49      06:08:49      06:08:49      255.000       246.774       2.9999
06:08:50      06:08:50      06:08:50      254.999       246.777       3.0000
06:08:51      06:08:51      06:08:51      255.001       246.781       3.0000
06:08:52      06:08:52      06:08:52      255.001       246.777       3.0000
06:08:53      06:08:53      06:08:53      255.000       246.779       3.0000
06:08:54      06:08:54      06:08:54      255.000       246.782       2.9999
06:08:55      06:08:55      06:08:55      255.000       246.777       3.0000
06:08:56      06:08:56      06:08:56      255.002       246.777       3.0000
06:08:57      06:08:57      06:08:57      255.001       246.777       3.0000
06:08:58      06:08:58      06:08:58      255.001       246.776       3.0000
06:09:00      06:09:00      06:09:00      255.000       246.779       3.0000
06:09:01      06:09:01      06:09:01      255.002       246.783       3.0000
06:09:02      06:09:02      06:09:02      255.001       246.781       3.0000
06:09:03      06:09:03      06:09:03      255.000       246.784       3.0000
06:09:04      06:09:04      06:09:04      255.001       246.783       3.0000
06:09:05      06:09:05      06:09:05      255.001       246.781       3.0000
06:09:06      06:09:06      06:09:06      255.001       246.782       3.0000
06:09:07      06:09:07      06:09:07      255.001       246.785       3.0000
06:09:08      06:09:08      06:09:08      255.001       246.786       3.0000
06:09:09      06:09:09      06:09:09      255.001       246.791       2.9999
06:09:10      06:09:10      06:09:10      255.000       246.792       3.0000
06:09:12      06:09:12      06:09:12      255.000       246.795       3.0000
06:09:13      06:09:13      06:09:13      255.000       246.795       2.9999
06:09:14      06:09:14      06:09:14      255.001       246.795       3.0000
06:09:15      06:09:15      06:09:15      255.000       246.796       3.0000
06:09:16      06:09:16      06:09:16      255.000       246.799       3.0000
06:09:17      06:09:17      06:09:17      254.999       246.799       3.0000
06:09:18      06:09:18      06:09:18      255.000       246.802       2.9999
06:09:19      06:09:19      06:09:19      255.001       246.805       3.0000
06:09:20      06:09:20      06:09:20      255.001       246.804       3.0000
06:09:21      06:09:21      06:09:21      255.000       246.808       2.9999
06:09:22      06:09:22      06:09:22      255.000       246.806       3.0000
06:09:23      06:09:23      06:09:23      255.000       246.807       3.0000
06:09:24      06:09:24      06:09:24      254.999       246.809       3.0000
06:09:25      06:09:25      06:09:25      255.001       246.813       3.0000
06:09:26      06:09:26      06:09:26      254.999       246.813       3.0000
06:09:27      06:09:27      06:09:27      255.000       246.812       3.0000
06:09:29      06:09:29      06:09:29      255.000       246.814       3.0000
06:09:30      06:09:30      06:09:30      255.000       246.814       2.9999
06:09:31      06:09:31      06:09:31      255.000       246.812       2.9999
06:09:32      06:09:32      06:09:32      255.000       246.812       3.0000
06:09:33      06:09:33      06:09:33      255.001       246.810       3.0000
06:09:34      06:09:34      06:09:34      255.000       246.811       3.0000
06:09:35      06:09:35      06:09:35      255.001       246.811       3.0000
06:09:36      06:09:36      06:09:36      255.001       246.813       3.0000
06:09:37      06:09:37      06:09:37      255.000       246.811       3.0000
06:09:38      06:09:38      06:09:38      255.002       246.811       3.0000
06:09:40      06:09:40      06:09:40      255.001       246.812       3.0000
06:09:41      06:09:41      06:09:41      255.002       246.815       2.9999
06:09:42      06:09:42      06:09:42      255.001       246.815       3.0000
06:09:43      06:09:43      06:09:43      254.999       246.819       3.0000
06:09:44      06:09:44      06:09:44      254.999       246.819       2.9999
06:09:45      06:09:45      06:09:45      255.000       246.819       3.0000
06:09:46      06:09:46      06:09:46      255.000       246.822       3.0000
06:09:47      06:09:47      06:09:47      255.000       246.822       2.9999
06:09:48      06:09:48      06:09:48      255.001       246.825       3.0000
06:09:49      06:09:49      06:09:49      255.001       246.829       3.0000
06:09:50      06:09:50      06:09:50      255.000       246.832       3.0000
06:09:51      06:09:51      06:09:51      255.001       246.834       3.0000
06:09:52      06:09:52      06:09:52      255.001       246.836       3.0000
06:09:53      06:09:53      06:09:53      255.001       246.837       2.9999
06:09:54      06:09:54      06:09:54      255.001       246.834       3.0000
06:09:56      06:09:56      06:09:56      255.001       246.835       3.0000
06:09:57      06:09:57      06:09:57      255.000       246.833       2.9999
06:09:58      06:09:58      06:09:58      255.000       246.836       3.0000
06:09:59      06:09:59      06:09:59      255.000       246.834       3.0000
06:10:00      06:10:00      06:10:00      254.999       246.837       3.0000
06:10:01      06:10:01      06:10:01      254.999       246.841       3.0000
06:10:02      06:10:02      06:10:02      254.998       246.845       3.0000
06:10:03      06:10:03      06:10:03      254.999       246.849       3.0000
06:10:04      06:10:04      06:10:04      255.000       246.849       3.0000
06:10:05      06:10:05      06:10:05      254.999       246.851       3.0000
06:10:06      06:10:06      06:10:06      254.999       246.853       3.0000
06:10:07      06:10:07      06:10:07      254.999       246.848       3.0000
06:10:09      06:10:09      06:10:09      255.000       246.847       2.9999
06:10:10      06:10:10      06:10:10      255.000       246.846       2.9999
06:10:11      06:10:11      06:10:11      255.000       246.850       3.0000
06:10:12      06:10:12      06:10:12      255.000       246.847       2.9999
06:10:13      06:10:13      06:10:13      255.000       246.849       3.0000
06:10:14      06:10:14      06:10:14      255.002       246.845       3.0000
06:10:15      06:10:15      06:10:15      255.001       246.846       2.9999
06:10:16      06:10:16      06:10:16      255.001       246.847       3.0000
06:10:17      06:10:17      06:10:17      255.001       246.851       3.0000
06:10:18      06:10:18      06:10:18      255.001       246.849       3.0000
06:10:19      06:10:19      06:10:19      255.001       246.849       2.9999
06:10:20      06:10:20      06:10:20      255.001       246.850       3.0000
06:10:21      06:10:21      06:10:21      255.001       246.850       3.0000
06:10:23      06:10:23      06:10:23      255.001       246.850       3.0000
06:10:24      06:10:24      06:10:24      255.001       246.851       3.0000
06:10:25      06:10:25      06:10:25      255.001       246.852       3.0000
06:10:26      06:10:26      06:10:26      255.000       246.852       3.0000
06:10:27      06:10:27      06:10:27      255.000       246.850       3.0000
06:10:28      06:10:28      06:10:28      254.999       246.851       2.9999
06:10:29      06:10:29      06:10:29      255.000       246.857       3.0000
06:10:30      06:10:30      06:10:30      255.001       246.852       2.9999
06:10:31      06:10:31      06:10:31      255.000       246.852       2.9999
06:10:33      06:10:33      06:10:33      255.001       246.854       3.0000
06:10:34      06:10:34      06:10:34      254.999       246.855       3.0000
06:10:35      06:10:35      06:10:35      255.000       246.860       3.0000
06:10:36      06:10:36      06:10:36      255.000       246.864       3.0000
06:10:37      06:10:37      06:10:37      255.000       246.867       3.0000
06:10:38      06:10:38      06:10:38      255.000       246.866       3.0000
06:10:39      06:10:39      06:10:39      255.000       246.863       2.9999
06:10:40      06:10:40      06:10:40      255.000       246.863       3.0000
06:10:41      06:10:41      06:10:41      255.001       246.865       2.9999
06:10:42      06:10:42      06:10:42      255.001       246.865       2.9999
06:10:43      06:10:43      06:10:43      254.999       246.865       3.0000
06:10:44      06:10:44      06:10:44      254.999       246.869       3.0000
06:10:45      06:10:45      06:10:45      254.999       246.873       3.0000
06:10:46      06:10:46      06:10:46      254.999       246.870       3.0000
06:10:48      06:10:48      06:10:48      255.000       246.871       3.0000
06:10:49      06:10:49      06:10:49      255.000       246.873       3.0000
06:10:50      06:10:50      06:10:50      254.999       246.874       3.0000
06:10:51      06:10:51      06:10:51      254.999       246.872       3.0000
06:10:52      06:10:52      06:10:52      254.999       246.874       2.9999
06:10:53      06:10:53      06:10:53      255.000       246.876       2.9999
06:10:54      06:10:54      06:10:54      254.999       246.874       3.0000
06:10:55      06:10:55      06:10:55      254.999       246.876       2.9999
06:10:56      06:10:56      06:10:56      255.000       246.875       3.0000
06:10:57      06:10:57      06:10:57      255.001       246.879       3.0000
06:10:58      06:10:58      06:10:58      255.000       246.880       3.0000
06:10:59      06:10:59      06:10:59      255.000       246.879       3.0000
06:11:01      06:11:01      06:11:01      255.000       246.882       3.0000
06:11:02      06:11:02      06:11:02      255.000       246.884       2.9999
06:11:03      06:11:03      06:11:03      255.000       246.890       2.9999
06:11:04      06:11:04      06:11:04      254.999       246.894       3.0000
06:11:05      06:11:05      06:11:05      255.000       246.900       3.0000
06:11:06      06:11:06      06:11:06      255.001       246.899       3.0000
06:11:07      06:11:07      06:11:07      255.000       246.903       3.0000
06:11:08      06:11:08      06:11:08      255.000       246.903       3.0000
06:11:09      06:11:09      06:11:09      254.999       246.906       2.9999
06:11:10      06:11:10      06:11:10      254.999       246.908       2.9999
06:11:11      06:11:11      06:11:11      254.999       246.908       3.0000
06:11:12      06:11:12      06:11:12      254.999       246.907       2.9999
06:11:13      06:11:13      06:11:13      255.000       246.909       3.0000
06:11:15      06:11:15      06:11:15      255.000       246.906       3.0000
06:11:16      06:11:16      06:11:16      254.999       246.904       3.0000
06:11:17      06:11:17      06:11:17      255.000       246.906       3.0000
06:11:18      06:11:18      06:11:18      255.000       246.905       3.0000
06:11:19      06:11:19      06:11:19      254.999       246.907       3.0000
06:11:20      06:11:20      06:11:20      254.999       246.907       3.0000
06:11:21      06:11:21      06:11:21      254.999       246.910       3.0000
06:11:22      06:11:22      06:11:22      255.000       246.910       3.0000
06:11:23      06:11:23      06:11:23      255.000       246.913       3.0000
06:11:24      06:11:24      06:11:24      255.001       246.913       3.0000
06:11:25      06:11:25      06:11:25      255.001       246.911       3.0000
06:11:26      06:11:26      06:11:26      255.000       246.913       3.0000
06:11:27      06:11:27      06:11:27      255.000       246.913       3.0000
06:11:29      06:11:29      06:11:29      255.000       246.915       3.0000
06:11:30      06:11:30      06:11:30      255.000       246.919       2.9999
06:11:31      06:11:31      06:11:31      255.000       246.920       3.0000
06:11:32      06:11:32      06:11:32      255.000       246.921       3.0000
06:11:33      06:11:33      06:11:33      255.000       246.923       3.0000
06:11:34      06:11:34      06:11:34      255.000       246.922       3.0000
06:11:35      06:11:35      06:11:35      255.000       246.925       3.0000
06:11:36      06:11:36      06:11:36      254.999       246.924       3.0000
06:11:37      06:11:37      06:11:37      254.998       246.929       2.9999
06:11:38      06:11:38      06:11:38      254.999       246.933       3.0000
06:11:39      06:11:39      06:11:39      255.000       246.935       3.0000
06:11:40      06:11:40      06:11:40      255.000       246.935       3.0000
06:11:41      06:11:41      06:11:41      255.000       246.938       3.0000
06:11:42      06:11:42      06:11:42      255.001       246.935       3.0000
06:11:43      06:11:43      06:11:43      255.001       246.935       2.9999
06:11:45      06:11:45      06:11:45      255.000       246.938       2.9999
06:11:46      06:11:46      06:11:46      255.000       246.933       3.0000
06:11:47      06:11:47      06:11:47      254.999       246.935       3.0000
06:11:48      06:11:48      06:11:48      255.000       246.932       3.0000
06:11:49      06:11:49      06:11:49      254.999       246.938       3.0000
06:11:50      06:11:50      06:11:50      255.000       246.943       3.0000
06:11:51      06:11:51      06:11:51      255.000       246.940       3.0000
06:11:52      06:11:52      06:11:52      255.000       246.943       3.0000
06:11:53      06:11:53      06:11:53      255.001       246.942       3.0000
06:11:54      06:11:54      06:11:54      255.000       246.943       3.0000
06:11:55      06:11:55      06:11:55      255.001       246.943       3.0000
06:11:57      06:11:57      06:11:57      255.001       246.945       3.0000
06:11:58      06:11:58      06:11:58      255.001       246.948       2.9999
06:11:59      06:11:59      06:11:59      255.000       246.946       3.0000
06:12:00      06:12:00      06:12:00      255.001       246.947       3.0000
06:12:01      06:12:01      06:12:01      255.000       246.953       3.0000
06:12:02      06:12:02      06:12:02      255.000       246.954       3.0000
06:12:03      06:12:03      06:12:03      255.002       246.959       3.0000
06:12:04      06:12:04      06:12:04      255.001       246.956       2.9999
06:12:05      06:12:05      06:12:05      255.001       246.956       3.0000
06:12:06      06:12:06      06:12:06      255.001       246.955       3.0000
06:12:07      06:12:07      06:12:07      255.001       246.954       3.0000
06:12:08      06:12:08      06:12:08      255.001       246.952       3.0000
06:12:09      06:12:09      06:12:09      255.002       246.953       3.0000
06:12:10      06:12:10      06:12:10      255.002       246.952       3.0000
06:12:11      06:12:11      06:12:11      255.000       246.953       3.0000
06:12:13      06:12:13      06:12:13      255.000       246.955       3.0000
06:12:14      06:12:14      06:12:14      255.002       246.955       3.0000
06:12:15      06:12:15      06:12:15      255.002       246.955       3.0000
06:12:16      06:12:16      06:12:16      255.001       246.955       3.0000
06:12:17      06:12:17      06:12:17      255.002       246.958       3.0000
06:12:18      06:12:18      06:12:18      255.002       246.961       3.0000
06:12:19      06:12:19      06:12:19      255.002       246.962       3.0000
06:12:20      06:12:20      06:12:20      255.002       246.960       3.0000
06:12:21      06:12:21      06:12:21      255.002       246.963       3.0000
06:12:22      06:12:22      06:12:22      255.002       246.964       3.0000
06:12:23      06:12:23      06:12:23      255.003       246.962       2.9999
06:12:24      06:12:24      06:12:24      255.001       246.959       3.0000
06:12:26      06:12:26      06:12:26      255.001       246.962       3.0000
06:12:27      06:12:27      06:12:27      255.001       246.964       3.0000
06:12:28      06:12:28      06:12:28      255.001       246.963       3.0000
06:12:29      06:12:29      06:12:29      255.000       246.964       2.9999
06:12:30      06:12:30      06:12:30      255.000       246.964       3.0000
06:12:31      06:12:31      06:12:31      255.000       246.966       3.0000
06:12:32      06:12:32      06:12:32      254.999       246.967       3.0000
06:12:33      06:12:33      06:12:33      255.000       246.969       3.0000
06:12:34      06:12:34      06:12:34      255.000       246.969       2.9999
06:12:35      06:12:35      06:12:35      254.998       246.971       3.0000
06:12:36      06:12:36      06:12:36      255.000       246.969       3.0000
06:12:37      06:12:37      06:12:37      255.000       246.969       3.0000
06:12:38      06:12:38      06:12:38      255.000       246.972       3.0000
06:12:39      06:12:39      06:12:39      255.000       246.972       3.0000
06:12:40      06:12:40      06:12:40      255.000       246.973       3.0000
06:12:41      06:12:41      06:12:41      254.998       246.978       3.0000
06:12:43      06:12:43      06:12:43      254.999       246.978       3.0000
06:12:44      06:12:44      06:12:44      254.999       246.977       3.0000
06:12:45      06:12:45      06:12:45      255.000       246.977       3.0000
06:12:46      06:12:46      06:12:46      254.999       246.979       3.0000
06:12:47      06:12:47      06:12:47      254.999       246.981       3.0000
06:12:48      06:12:48      06:12:48      255.001       246.981       3.0000
06:12:49      06:12:49      06:12:49      255.002       246.982       3.0000
06:12:50      06:12:50      06:12:50      255.001       246.982       2.9999
06:12:51      06:12:51      06:12:51      255.001       246.981       3.0000
06:12:52      06:12:52      06:12:52      255.002       246.984       3.0000
06:12:53      06:12:53      06:12:53      255.001       246.988       3.0000
06:12:54      06:12:54      06:12:54      255.000       246.989       3.0000
06:12:55      06:12:55      06:12:55      255.000       246.994       3.0000
06:12:57      06:12:57      06:12:57      255.000       246.997       3.0000
06:12:58      06:12:58      06:12:58      255.000       247.002       3.0000
06:12:59      06:12:59      06:12:59      255.000       247.003       3.0000
06:13:00      06:13:00      06:13:00      255.001       247.004       3.0000
06:13:01      06:13:01      06:13:01      255.000       247.004       3.0000
06:13:02      06:13:02      06:13:02      254.999       247.009       3.0000
06:13:03      06:13:03      06:13:03      254.999       247.011       3.0000
06:13:04      06:13:04      06:13:04      255.001       247.010       3.0000
06:13:05      06:13:05      06:13:05      255.001       247.009       3.0000
06:13:06      06:13:06      06:13:06      255.001       247.014       3.0000
06:13:07      06:13:07      06:13:07      255.000       247.015       3.0000
06:13:08      06:13:08      06:13:08      255.000       247.013       3.0000
06:13:09      06:13:09      06:13:09      254.999       247.013       3.0000
06:13:10      06:13:10      06:13:10      254.999       247.013       3.0000
06:13:12      06:13:12      06:13:12      254.999       247.016       2.9999
