Sample: NiMnInSn
time          time2         time3         T control     T sample      Field (T)
05:57:01      05:57:01      05:57:01      255.000       250.657       0.0000
05:57:02      05:57:02      05:57:02      255.000       250.658       0.0000
05:57:03      05:57:03      05:57:03      254.999       250.656       0.0000
05:57:04      05:57:04      05:57:04      255.000       250.657       0.0000
05:57:05      05:57:05      05:57:05      254.999       250.658       0.0000
05:57:06      05:57:06      05:57:06      255.000       250.657       0.0000
05:57:08      05:57:08      05:57:08      255.000       250.658       0.0000
05:57:09      05:57:09      05:57:09      255.000       250.659       0.0000
05:57:10      05:57:10      05:57:10      255.000       250.659       0.0000
05:57:11      05:57:11      05:57:11      255.000       250.660       0.0000
05:57:12      05:57:12      05:57:12      254.999       250.662       0.0000
05:57:13      05:57:13      05:57:13      254.999       250.657       0.0000
05:57:14      05:57:14      05:57:14      254.999       250.657       0.0000
05:57:15      05:57:15      05:57:15      254.999       250.656       0.0000
05:57:16      05:57:16      05:57:16      254.998       250.660       0.0000
05:57:17      05:57:17      05:57:17      254.998       250.657       0.0000
05:57:18      05:57:18      05:57:18      254.998       250.661       0.0000
05:57:19      05:57:19      05:57:19      254.997       250.659       0.0000
05:57:20      05:57:20      05:57:20      254.998       250.660       0.0000
05:57:21      05:57:21      05:57:21      254.997       250.657       0.0000
05:57:22      05:57:22      05:57:22      254.998       250.656       0.0000
05:57:23      05:57:23      05:57:23      254.998       250.655       0.0000
05:57:25      05:57:25      05:57:25      254.998       250.657       0.0000
05:57:26      05:57:26      05:57:26      254.999       250.655       0.0000
05:57:27      05:57:27      05:57:27      255.000       250.653       0.0000
05:57:28      05:57:28      05:57:28      254.999       250.653       0.0000
05:57:29      05:57:29      05:57:29      254.999       250.650       0.0000
05:57:30      05:57:30      05:57:30      254.999       250.655       0.0000
05:57:31      05:57:31      05:57:31      254.997       250.655       0.0000
05:57:32      05:57:32      05:57:32      254.998       250.652       0.0000
05:57:33      05:57:33      05:57:33      254.999       250.652       0.0000
05:57:34      05:57:34      05:57:34      254.999       250.652       0.0000
05:57:35      05:57:35      05:57:35      254.998       250.653       0.0000
05:57:36      05:57:36      05:57:36      254.998       250.654       0.0000
05:57:37      05:57:37      05:57:37      254.998       250.652       0.0000
05:57:38      05:57:38      05:57:38      254.997       250.650       0.0000
05:57:39      05:57:39      05:57:39      254.998       250.650       0.0000
05:57:40      05:57:40      05:57:40      254.999       250.655       0.0000
05:57:41      05:57:41      05:57:41      254.999       250.655       0.0000
05:57:42      05:57:42      05:57:42      254.999       250.657       0.0000
05:57:44      05:57:44      05:57:44      254.999       250.661       0.0000
05:57:45      05:57:45      05:57:45      255.001       250.659       0.0000
05:57:46      05:57:46      05:57:46      255.000       250.658       0.0000
05:57:47      05:57:47      05:57:47      255.000       250.656       0.0000
05:57:48      05:57:48      05:57:48      254.999       250.658       0.0000
05:57:49      05:57:49      05:57:49      254.999       250.656       0.0000
05:57:50      05:57:50      05:57:50      254.999       250.652       0.0000
05:57:51      05:57:51      05:57:51      254.999       250.659       0.0000
05:57:52      05:57:52      05:57:52      254.998       250.658       0.0000
05:57:53      05:57:53      05:57:53      254.999       250.657       0.0000
05:57:54      05:57:54      05:57:54      254.998       250.657       0.0000
05:57:55      05:57:55      05:57:55      254.998       250.653       0.0000
05:57:56      05:57:56      05:57:56      254.997       250.656       0.0000
05:57:57      05:57:57      05:57:57      254.997       250.653       0.0000
05:57:58      05:57:58      05:57:58      254.999       250.652       0.0000
05:57:59      05:57:59      05:57:59      255.000       250.649       0.0000
05:58:00      05:58:00      05:58:00      255.000       250.645       0.0000
05:58:01      05:58:01      05:58:01      255.001       250.646       0.0000
05:58:03      05:58:03      05:58:03      254.999       250.643       0.0000
05:58:04      05:58:04      05:58:04      255.001       250.645       0.0000
05:58:05      05:58:05      05:58:05      255.001       250.643       0.0000
05:58:06      05:58:06      05:58:06      255.001       250.645       0.0000
05:58:07      05:58:07      05:58:07      255.002       250.649       0.0000
05:58:08      05:58:08      05:58:08      255.001       250.649       0.0000
05:58:09      05:58:09      05:58:09      255.000       250.650       0.0000
05:58:10      05:58:10      05:58:10      255.000       250.648       0.0000
05:58:11      05:58:11      05:58:11      255.000       250.645       0.0000
05:58:12      05:58:12      05:58:12      254.999       250.644       0.0000
05:58:13      05:58:13      05:58:13      254.999       250.647       0.0000
05:58:14      05:58:14      05:58:14      255.000       250.646       0.0000
05:58:15      05:58:15      05:58:15      255.000       250.647       0.0000
05:58:16      05:58:16      05:58:16      255.000       250.645       0.0000
05:58:17      05:58:17      05:58:17      255.000       250.642       0.0000
05:58:18      05:58:18      05:58:18      255.000       250.645       0.0000
05:58:19      05:58:19      05:58:19      255.000       250.644       0.0000
05:58:20      05:58:20      05:58:20      255.000       250.643       0.0000
05:58:22      05:58:22      05:58:22      255.000       250.643       0.0000
05:58:23      05:58:23      05:58:23      255.001       250.640       0.0000
05:58:24      05:58:24      05:58:24      255.000       250.640       0.0000
05:58:25      05:58:25      05:58:25      254.999       250.636       0.0000
05:58:26      05:58:26      05:58:26      255.000       250.635       0.0000
05:58:27      05:58:27      05:58:27      255.000       250.635       0.0000
05:58:28      05:58:28      05:58:28      254.999       250.636       0.0000
05:58:29      05:58:29      05:58:29      254.999       250.637       0.0000
05:58:30      05:58:30      05:58:30      255.000       250.635       0.0000
05:58:31      05:58:31      05:58:31      255.000       250.639       0.0000
05:58:32      05:58:32      05:58:32      255.001       250.636       0.0000
05:58:33      05:58:33      05:58:33      255.001       250.637       0.0000
05:58:34      05:58:34      05:58:34      255.000       250.637       0.0000
05:58:35      05:58:35      05:58:35      255.000       250.633       0.0000
05:58:36      05:58:36      05:58:36      255.000       250.632       0.0000
05:58:37      05:58:37      05:58:37      255.001       250.637       0.0000
05:58:38      05:58:38      05:58:38      255.000       250.635       0.0000
05:58:39      05:58:39      05:58:39      254.999       250.633       0.0000
05:58:40      05:58:40      05:58:40      255.001       250.638       0.0000
05:58:42      05:58:42      05:58:42      255.001       250.641       0.0000
05:58:43      05:58:43      05:58:43      255.000       250.643       0.0000
05:58:44      05:58:44      05:58:44      255.001       250.641       0.0000
05:58:45      05:58:45      05:58:45      255.001       250.636       0.0000
05:58:46      05:58:46      05:58:46      255.000       250.636       0.0000
05:58:47      05:58:47      05:58:47      255.000       250.637       0.0000
05:58:48      05:58:48      05:58:48      255.001       250.638       0.0000
05:58:49      05:58:49      05:58:49      255.001       250.638       0.0000
05:58:50      05:58:50      05:58:50      255.000       250.638       0.0000
05:58:51      05:58:51      05:58:51      255.000       250.636       0.0000
05:58:52      05:58:52      05:58:52      255.000       250.635       0.0000
05:58:53      05:58:53      05:58:53      255.000       250.635       0.0000
05:58:54      05:58:54      05:58:54      255.000       250.635       0.0000
05:58:55      05:58:55      05:58:55      255.000       250.636       0.0000
05:58:56      05:58:56      05:58:56      255.000       250.633       0.0000
05:58:57      05:58:57      05:58:57      254.998       250.635       0.0000
05:58:58      05:58:58      05:58:58      254.999       250.635       0.0000
05:58:59      05:58:59      05:58:59      254.999       250.630       0.0000
05:59:01      05:59:01      05:59:01      254.999       250.632       0.0000
05:59:02      05:59:02      05:59:02      254.999       250.632       0.0000
05:59:03      05:59:03      05:59:03      255.000       250.637       0.0000
05:59:04      05:59:04      05:59:04      255.000       250.642       0.0000
05:59:05      05:59:05      05:59:05      255.000       250.641       0.0000
05:59:06      05:59:06      05:59:06      255.000       250.643       0.0000
05:59:07      05:59:07      05:59:07      255.000       250.639       0.0000
05:59:08      05:59:08      05:59:08      254.999       250.638       0.0000
05:59:09      05:59:09      05:59:09      255.000       250.637       0.0000
05:59:10      05:59:10      05:59:10      255.000       250.633       0.0000
05:59:11      05:59:11      05:59:11      255.000       250.633       0.0000
05:59:12      05:59:12      05:59:12      255.000       250.635       0.0000
05:59:13      05:59:13      05:59:13      255.000       250.633       0.0000
05:59:14      05:59:14      05:59:14      255.000       250.630       0.0000
05:59:15      05:59:15      05:59:15      255.000       250.632       0.0000
05:59:16      05:59:16      05:59:16      255.000       250.631       0.0000
05:59:17      05:59:17      05:59:17      254.999       250.633       0.0000
05:59:19      05:59:19      05:59:19      255.000       250.632       0.0000
05:59:20      05:59:20      05:59:20      255.000       250.632       0.0000
05:59:21      05:59:21      05:59:21      255.001       250.630       0.0000
05:59:22      05:59:22      05:59:22      255.000       250.633       0.0000
05:59:23      05:59:23      05:59:23      255.000       250.631       0.0000
05:59:24      05:59:24      05:59:24      255.000       250.633       0.0000
05:59:25      05:59:25      05:59:25      254.998       250.629       0.0000
05:59:26      05:59:26      05:59:26      254.998       250.631       0.0000
05:59:27      05:59:27      05:59:27      254.999       250.632       0.0000
05:59:28      05:59:28      05:59:28      254.998       250.631       0.0000
05:59:29      05:59:29      05:59:29      254.999       250.631       0.0000
05:59:30      05:59:30      05:59:30      254.999       250.628       0.0000
05:59:31      05:59:31      05:59:31      254.999       250.624       0.0000
05:59:32      05:59:32      05:59:32      254.999       250.626       0.0000
05:59:33      05:59:33      05:59:33      254.998       250.625       0.0000
05:59:34      05:59:34      05:59:34      255.000       250.629       0.0000
05:59:35      05:59:35      05:59:35      254.999       250.630       0.0000
05:59:36      05:59:36      05:59:36      254.999       250.633       0.0000
05:59:37      05:59:37      05:59:37      254.999       250.632       0.0000
05:59:38      05:59:38      05:59:38      254.999       250.633       0.0000
05:59:40      05:59:40      05:59:40      255.000       250.630       0.0000
05:59:41      05:59:41      05:59:41      255.001       250.632       0.0000
05:59:42      05:59:42      05:59:42      255.001       250.629       0.0000
05:59:43      05:59:43      05:59:43      255.002       250.627       0.0000
05:59:44      05:59:44      05:59:44      255.001       250.626       0.0000
05:59:45      05:59:45      05:59:45      255.001       250.627       0.0000
05:59:46      05:59:46      05:59:46      255.001       250.627       0.0000
05:59:47      05:59:47      05:59:47      255.001       250.624       -0.005
05:59:48      05:59:48      05:59:48      255.000       250.626       -0.002
05:59:49      05:59:49      05:59:49      254.998       250.621       0.0035
05:59:50      05:59:50      05:59:50      254.998       250.627       0.0089
05:59:51      05:59:51      05:59:51      254.998       250.624       0.0147
05:59:52      05:59:52      05:59:52      254.998       250.628       0.0236
05:59:53      05:59:53      05:59:53      254.998       250.624       0.0308
05:59:55      05:59:55      05:59:55      254.999       250.627       0.0387
05:59:56      05:59:56      05:59:56      254.998       250.626       0.0492
05:59:57      05:59:57      05:59:57      254.999       250.625       0.0587
05:59:58      05:59:58      05:59:58      254.998       250.626       0.0708
05:59:59      05:59:59      05:59:59      254.998       250.627       0.0814
06:00:00      06:00:00      06:00:00      254.998       250.628       0.0947
06:00:01      06:00:01      06:00:01      254.999       250.624       0.1060
06:00:02      06:00:02      06:00:02      254.998       250.623       0.1176
06:00:03      06:00:03      06:00:03      254.997       250.623       0.1317
06:00:04      06:00:04      06:00:04      254.998       250.627       0.1435
06:00:05      06:00:05      06:00:05      254.998       250.624       0.1578
06:00:06      06:00:06      06:00:06      254.998       250.624       0.1699
06:00:07      06:00:07      06:00:07      254.999       250.626       0.1843
06:00:08      06:00:08      06:00:08      255.000       250.627       0.1964
06:00:09      06:00:09      06:00:09      254.999       250.628       0.2085
06:00:11      06:00:11      06:00:11      254.999       250.628       0.2230
06:00:12      06:00:12      06:00:12      255.000       250.630       0.2352
06:00:13      06:00:13      06:00:13      255.000       250.632       0.2497
06:00:14      06:00:14      06:00:14      255.000       250.632       0.2618
06:00:15      06:00:15      06:00:15      255.001       250.631       0.2788
06:00:16      06:00:16      06:00:16      255.001       250.630       0.2909
06:00:17      06:00:17      06:00:17      255.001       250.627       0.3031
06:00:18      06:00:18      06:00:18      255.001       250.629       0.3176
06:00:19      06:00:19      06:00:19      255.001       250.630       0.3321
06:00:21      06:00:21      06:00:21      255.001       250.628       0.3442
06:00:22      06:00:22      06:00:22      255.002       250.626       0.3588
06:00:23      06:00:23      06:00:23      255.003       250.626       0.3709
06:00:24      06:00:24      06:00:24      255.003       250.617       0.3854
06:00:25      06:00:25      06:00:25      255.003       250.616       0.4000
06:00:26      06:00:26      06:00:26      255.003       250.611       0.4121
06:00:27      06:00:27      06:00:27      255.004       250.607       0.4267
06:00:28      06:00:28      06:00:28      255.005       250.606       0.4388
06:00:29      06:00:29      06:00:29      255.004       250.600       0.4534
06:00:30      06:00:30      06:00:30      255.005       250.594       0.4655
06:00:31      06:00:31      06:00:31      255.006       250.588       0.4800
06:00:32      06:00:32      06:00:32      255.007       250.582       0.4922
06:00:34      06:00:34      06:00:34      255.007       250.574       0.5068
06:00:35      06:00:35      06:00:35      255.007       250.572       0.5189
06:00:36      06:00:36      06:00:36      255.009       250.566       0.5335
06:00:37      06:00:37      06:00:37      255.010       250.560       0.5456
06:00:38      06:00:38      06:00:38      255.010       250.556       0.5602
06:00:39      06:00:39      06:00:39      255.010       250.547       0.5748
06:00:40      06:00:40      06:00:40      255.011       250.542       0.5870
06:00:41      06:00:41      06:00:41      255.012       250.533       0.6016
06:00:42      06:00:42      06:00:42      255.013       250.522       0.6138
06:00:43      06:00:43      06:00:43      255.012       250.513       0.6260
06:00:44      06:00:44      06:00:44      255.011       250.505       0.6406
06:00:46      06:00:46      06:00:46      255.011       250.497       0.6552
06:00:47      06:00:47      06:00:47      255.011       250.488       0.6674
06:00:48      06:00:48      06:00:48      255.010       250.474       0.6796
06:00:49      06:00:49      06:00:49      255.010       250.466       0.6942
06:00:50      06:00:50      06:00:50      255.011       250.454       0.7064
06:00:51      06:00:51      06:00:51      255.010       250.447       0.7210
06:00:52      06:00:52      06:00:52      255.010       250.435       0.7356
06:00:53      06:00:53      06:00:53      255.010       250.427       0.7478
06:00:54      06:00:54      06:00:54      255.010       250.415       0.7600
06:00:55      06:00:55      06:00:55      255.009       250.403       0.7747
06:00:56      06:00:56      06:00:56      255.009       250.389       0.7893
06:00:57      06:00:57      06:00:57      255.008       250.378       0.8015
06:00:58      06:00:58      06:00:58      255.007       250.365       0.8137
06:00:59      06:00:59      06:00:59      255.006       250.355       0.8284
06:01:00      06:01:00      06:01:00      255.006       250.344       0.8406
06:01:02      06:01:02      06:01:02      255.005       250.333       0.8528
06:01:03      06:01:03      06:01:03      255.004       250.321       0.8674
06:01:04      06:01:04      06:01:04      255.004       250.310       0.8796
06:01:05      06:01:05      06:01:05      255.005       250.299       0.8943
06:01:06      06:01:06      06:01:06      255.005       250.288       0.9065
06:01:07      06:01:07      06:01:07      255.004       250.280       0.9187
06:01:08      06:01:08      06:01:08      255.003       250.267       0.9334
06:01:09      06:01:09      06:01:09      255.003       250.254       0.9456
06:01:10      06:01:10      06:01:10      255.003       250.240       0.9603
06:01:11      06:01:11      06:01:11      255.004       250.225       0.9725
06:01:12      06:01:12      06:01:12      255.003       250.210       0.9872
06:01:13      06:01:13      06:01:13      255.003       250.201       0.9994
06:01:14      06:01:14      06:01:14      255.002       250.186       1.0140
06:01:16      06:01:16      06:01:16      255.004       250.175       1.0262
06:01:17      06:01:17      06:01:17      255.004       250.161       1.0409
06:01:18      06:01:18      06:01:18      255.002       250.152       1.0531
06:01:19      06:01:19      06:01:19      255.001       250.143       1.0702
06:01:20      06:01:20      06:01:20      255.000       250.130       1.0824
06:01:21      06:01:21      06:01:21      255.001       250.115       1.0946
06:01:22      06:01:22      06:01:22      255.001       250.103       1.1093
06:01:23      06:01:23      06:01:23      255.000       250.091       1.1239
06:01:24      06:01:24      06:01:24      255.001       250.075       1.1362
06:01:25      06:01:25      06:01:25      255.001       250.063       1.1508
06:01:27      06:01:27      06:01:27      255.000       250.050       1.1631
06:01:28      06:01:28      06:01:28      255.001       250.035       1.1802
06:01:29      06:01:29      06:01:29      254.999       250.018       1.1924
06:01:30      06:01:30      06:01:30      255.000       250.002       1.2046
06:01:31      06:01:31      06:01:31      255.001       249.987       1.2193
06:01:32      06:01:32      06:01:32      255.001       249.970       1.2340
06:01:33      06:01:33      06:01:33      255.001       249.955       1.2462
06:01:34      06:01:34      06:01:34      255.000       249.935       1.2609
06:01:35      06:01:35      06:01:35      255.000       249.921       1.2731
06:01:37      06:01:37      06:01:37      254.999       249.906       1.2902
06:01:38      06:01:38      06:01:38      254.998       249.887       1.3024
06:01:39      06:01:39      06:01:39      254.999       249.876       1.3147
06:01:40      06:01:40      06:01:40      254.999       249.853       1.3293
06:01:41      06:01:41      06:01:41      255.000       249.845       1.3440
06:01:42      06:01:42      06:01:42      255.000       249.822       1.3562
06:01:43      06:01:43      06:01:43      254.999       249.809       1.3709
06:01:44      06:01:44      06:01:44      254.999       249.791       1.3831
06:01:45      06:01:45      06:01:45      254.999       249.774       1.4002
06:01:46      06:01:46      06:01:46      254.998       249.759       1.4125
06:01:48      06:01:48      06:01:48      254.998       249.741       1.4247
06:01:49      06:01:49      06:01:49      254.998       249.730       1.4394
06:01:50      06:01:50      06:01:50      254.997       249.714       1.4541
06:01:51      06:01:51      06:01:51      254.998       249.694       1.4663
06:01:52      06:01:52      06:01:52      254.998       249.678       1.4810
06:01:53      06:01:53      06:01:53      254.999       249.664       1.4932
06:01:54      06:01:54      06:01:54      254.998       249.648       1.5103
06:01:55      06:01:55      06:01:55      254.999       249.627       1.5226
06:01:56      06:01:56      06:01:56      255.000       249.609       1.5348
06:01:57      06:01:57      06:01:57      254.999       249.592       1.5495
06:01:59      06:01:59      06:01:59      254.998       249.571       1.5642
06:02:00      06:02:00      06:02:00      254.999       249.549       1.5764
06:02:01      06:02:01      06:02:01      254.998       249.533       1.5911
06:02:02      06:02:02      06:02:02      254.999       249.515       1.6033
06:02:03      06:02:03      06:02:03      254.999       249.496       1.6204
06:02:04      06:02:04      06:02:04      254.999       249.471       1.6327
06:02:05      06:02:05      06:02:05      254.998       249.452       1.6449
06:02:06      06:02:06      06:02:06      254.999       249.434       1.6596
06:02:08      06:02:08      06:02:08      254.999       249.413       1.6743
06:02:09      06:02:09      06:02:09      254.998       249.387       1.6865
06:02:10      06:02:10      06:02:10      254.998       249.367       1.7012
06:02:11      06:02:11      06:02:11      254.998       249.344       1.7134
06:02:12      06:02:12      06:02:12      254.997       249.321       1.7305
06:02:13      06:02:13      06:02:13      254.996       249.299       1.7428
06:02:14      06:02:14      06:02:14      254.997       249.276       1.7550
06:02:15      06:02:15      06:02:15      254.996       249.253       1.7697
06:02:16      06:02:16      06:02:16      254.997       249.229       1.7844
06:02:17      06:02:17      06:02:17      254.997       249.202       1.7966
06:02:19      06:02:19      06:02:19      254.998       249.176       1.8113
06:02:20      06:02:20      06:02:20      254.998       249.150       1.8236
06:02:21      06:02:21      06:02:21      254.997       249.120       1.8407
06:02:22      06:02:22      06:02:22      254.996       249.085       1.8529
06:02:23      06:02:23      06:02:23      254.997       249.052       1.8652
06:02:24      06:02:24      06:02:24      254.999       249.020       1.8799
06:02:25      06:02:25      06:02:25      254.999       248.992       1.8945
06:02:26      06:02:26      06:02:26      254.998       248.950       1.9068
06:02:27      06:02:27      06:02:27      254.998       248.914       1.9215
06:02:28      06:02:28      06:02:28      254.997       248.875       1.9337
06:02:30      06:02:30      06:02:30      254.998       248.836       1.9508
06:02:31      06:02:31      06:02:31      254.998       248.800       1.9631
06:02:32      06:02:32      06:02:32      254.998       248.768       1.9753
06:02:33      06:02:33      06:02:33      254.999       248.732       1.9900
06:02:34      06:02:34      06:02:34      254.998       248.704       2.0047
06:02:35      06:02:35      06:02:35      254.998       248.664       2.0169
06:02:36      06:02:36      06:02:36      254.999       248.632       2.0316
06:02:37      06:02:37      06:02:37      254.999       248.601       2.0438
06:02:39      06:02:39      06:02:39      254.999       248.568       2.0585
06:02:40      06:02:40      06:02:40      255.000       248.536       2.0732
06:02:41      06:02:41      06:02:41      254.999       248.505       2.0854
06:02:42      06:02:42      06:02:42      254.998       248.473       2.1001
06:02:43      06:02:43      06:02:43      255.000       248.447       2.1148
06:02:44      06:02:44      06:02:44      254.998       248.414       2.1270
06:02:45      06:02:45      06:02:45      254.999       248.385       2.1417
06:02:46      06:02:46      06:02:46      254.997       248.356       2.1540
06:02:47      06:02:47      06:02:47      254.997       248.324       2.1711
06:02:48      06:02:48      06:02:48      254.998       248.289       2.1834
06:02:49      06:02:49      06:02:49      254.999       248.259       2.1956
06:02:51      06:02:51      06:02:51      254.999       248.230       2.2103
06:02:52      06:02:52      06:02:52      254.998       248.201       2.2250
06:02:53      06:02:53      06:02:53      254.997       248.172       2.2396
06:02:54      06:02:54      06:02:54      254.997       248.143       2.2519
06:02:55      06:02:55      06:02:55      254.997       248.109       2.2641
06:02:56      06:02:56      06:02:56      254.997       248.080       2.2812
06:02:57      06:02:57      06:02:57      254.998       248.052       2.2935
06:02:58      06:02:58      06:02:58      254.997       248.023       2.3057
06:02:59      06:02:59      06:02:59      254.997       247.994       2.3204
06:03:01      06:03:01      06:03:01      254.997       247.970       2.3351
06:03:02      06:03:02      06:03:02      254.998       247.933       2.3498
06:03:03      06:03:03      06:03:03      254.997       247.902       2.3620
06:03:04      06:03:04      06:03:04      254.996       247.875       2.3742
06:03:05      06:03:05      06:03:05      254.997       247.845       2.3914
06:03:06      06:03:06      06:03:06      254.998       247.815       2.4036
06:03:07      06:03:07      06:03:07      254.999       247.786       2.4158
06:03:08      06:03:08      06:03:08      254.999       247.757       2.4305
06:03:09      06:03:09      06:03:09      254.998       247.729       2.4451
06:03:11      06:03:11      06:03:11      254.999       247.696       2.4598
06:03:12      06:03:12      06:03:12      254.997       247.667       2.4720
06:03:13      06:03:13      06:03:13      254.997       247.638       2.4843
06:03:14      06:03:14      06:03:14      254.997       247.611       2.5013
06:03:15      06:03:15      06:03:15      254.997       247.580       2.5136
06:03:16      06:03:16      06:03:16      254.996       247.553       2.5258
06:03:17      06:03:17      06:03:17      254.996       247.526       2.5405
06:03:18      06:03:18      06:03:18      254.997       247.499       2.5552
06:03:19      06:03:19      06:03:19      254.996       247.469       2.5698
06:03:20      06:03:20      06:03:20      254.997       247.437       2.5821
06:03:22      06:03:22      06:03:22      254.995       247.409       2.5943
06:03:23      06:03:23      06:03:23      254.996       247.377       2.6090
06:03:24      06:03:24      06:03:24      254.996       247.346       2.6237
06:03:25      06:03:25      06:03:25      254.996       247.318       2.6359
06:03:26      06:03:26      06:03:26      254.996       247.287       2.6481
06:03:27      06:03:27      06:03:27      254.996       247.261       2.6628
06:03:28      06:03:28      06:03:28      254.996       247.232       2.6775
06:03:29      06:03:29      06:03:29      254.996       247.199       2.6921
06:03:30      06:03:30      06:03:30      254.996       247.170       2.7044
06:03:31      06:03:31      06:03:31      254.995       247.142       2.7166
06:03:33      06:03:33      06:03:33      254.996       247.110       2.7338
06:03:34      06:03:34      06:03:34      254.994       247.075       2.7460
06:03:35      06:03:35      06:03:35      254.994       247.045       2.7582
06:03:36      06:03:36      06:03:36      254.995       247.012       2.7729
06:03:37      06:03:37      06:03:37      254.996       246.983       2.7875
06:03:38      06:03:38      06:03:38      254.995       246.951       2.8022
06:03:39      06:03:39      06:03:39      254.995       246.920       2.8144
06:03:40      06:03:40      06:03:40      254.996       246.890       2.8266
06:03:41      06:03:41      06:03:41      254.996       246.857       2.8437
06:03:42      06:03:42      06:03:42      254.996       246.824       2.8559
06:03:44      06:03:44      06:03:44      254.995       246.792       2.8682
06:03:45      06:03:45      06:03:45      254.995       246.764       2.8828
06:03:46      06:03:46      06:03:46      254.994       246.737       2.8975
06:03:47      06:03:47      06:03:47      254.995       246.701       2.9121
06:03:48      06:03:48      06:03:48      254.996       246.669       2.9244
06:03:49      06:03:49      06:03:49      254.995       246.643       2.9366
06:03:50      06:03:50      06:03:50      254.995       246.614       2.9537
06:03:51      06:03:51      06:03:51      254.994       246.583       2.9660
06:03:52      06:03:52      06:03:52      254.994       246.553       2.9762
06:03:53      06:03:53      06:03:53      254.994       246.523       2.9850
06:03:55      06:03:55      06:03:55      254.994       246.504       2.9898
06:03:56      06:03:56      06:03:56      254.995       246.481       2.9923
06:03:57      06:03:57      06:03:57      254.996       246.470       2.9935
06:03:58      06:03:58      06:03:58      254.996       246.460       2.9943
06:03:59      06:03:59      06:03:59      254.996       246.459       2.9953
06:04:00      06:04:00      06:04:00      254.997       246.460       2.9959
06:04:01      06:04:01      06:04:01      254.997       246.456       2.9964
06:04:02      06:04:02      06:04:02      254.997       246.454       2.9969
06:04:03      06:04:03      06:04:03      254.998       246.454       2.9974
06:04:05      06:04:05      06:04:05      255.000       246.452       2.9978
06:04:06      06:04:06      06:04:06      254.999       246.452       2.9981
06:04:07      06:04:07      06:04:07      254.999       246.451       2.9984
06:04:08      06:04:08      06:04:08      254.999       246.453       2.9986
06:04:09      06:04:09      06:04:09      254.999       246.453       2.9988
06:04:10      06:04:10      06:04:10      254.999       246.460       2.9990
06:04:11      06:04:11      06:04:11      254.998       246.460       2.9992
06:04:12      06:04:12      06:04:12      254.998       246.458       2.9993
06:04:13      06:04:13      06:04:13      254.999       246.460       2.9994
06:04:14      06:04:14      06:04:14      254.997       246.460       2.9995
06:04:16      06:04:16      06:04:16      254.998       246.458       2.9996
06:04:17      06:04:17      06:04:17      254.998       246.454       2.9997
06:04:18      06:04:18      06:04:18      254.999       246.460       2.9997
06:04:19      06:04:19      06:04:19      254.998       246.459       2.9998
06:04:20      06:04:20      06:04:20      254.998       246.461       2.9998
06:04:21      06:04:21      06:04:21      254.999       246.463       2.9998
06:04:22      06:04:22      06:04:22      255.001       246.462       2.9998
06:04:23      06:04:23      06:04:23      254.999       246.466       2.9999
06:04:24      06:04:24      06:04:24      254.999       246.466       2.9999
06:04:26      06:04:26      06:04:26      254.999       246.469       2.9999
06:04:27      06:04:27      06:04:27      254.998       246.467       3.0000
06:04:28      06:04:28      06:04:28      254.999       246.473       3.0000
06:04:29      06:04:29      06:04:29      254.998       246.476       3.0000
06:04:30      06:04:30      06:04:30      254.998       246.474       3.0000
06:04:31      06:04:31      06:04:31      254.997       246.479       3.0000
06:04:32      06:04:32      06:04:32      254.998       246.482       3.0000
06:04:33      06:04:33      06:04:33      254.998       246.481       2.9999
06:04:34      06:04:34      06:04:34      254.998       246.485       3.0000
06:04:35      06:04:35      06:04:35      254.998       246.487       3.0000
06:04:36      06:04:36      06:04:36      255.000       246.490       3.0000
06:04:37      06:04:37      06:04:37      255.000       246.490       3.0000
06:04:39      06:04:39      06:04:39      254.999       246.492       3.0000
06:04:40      06:04:40      06:04:40      254.998       246.493       3.0000
06:04:41      06:04:41      06:04:41      254.998       246.495       2.9999
06:04:42      06:04:42      06:04:42      255.000       246.495       3.0000
06:04:43      06:04:43      06:04:43      255.001       246.499       3.0000
06:04:44      06:04:44      06:04:44      255.001       246.501       2.9999
06:04:45      06:04:45      06:04:45      255.000       246.501       3.0000
06:04:46      06:04:46      06:04:46      255.000       246.504       3.0000
06:04:47      06:04:47      06:04:47      255.000       246.508       3.0000
06:04:48      06:04:48      06:04:48      255.000       246.508       3.0000
06:04:49      06:04:49      06:04:49      255.000       246.513       3.0000
06:04:50      06:04:50      06:04:50      255.000       246.515       2.9999
06:04:51      06:04:51      06:04:51      255.000       246.521       2.9999
06:04:53      06:04:53      06:04:53      255.000       246.520       3.0000
06:04:54      06:04:54      06:04:54      255.000       246.521       3.0000
06:04:55      06:04:55      06:04:55      255.000       246.525       3.0000
06:04:56      06:04:56      06:04:56      255.000       246.524       2.9999
06:04:57      06:04:57      06:04:57      255.000       246.526       2.9999
06:04:58      06:04:58      06:04:58      255.000       246.529       2.9999
06:04:59      06:04:59      06:04:59      255.001       246.534       2.9999
06:05:00      06:05:00      06:05:00      255.001       246.528       2.9999
06:05:01      06:05:01      06:05:01      255.001       246.534       3.0000
06:05:02      06:05:02      06:05:02      255.001       246.533       2.9999
06:05:03      06:05:03      06:05:03      254.999       246.537       2.9999
06:05:05      06:05:05      06:05:05      255.000       246.542       3.0000
06:05:06      06:05:06      06:05:06      254.999       246.544       3.0000
06:05:07      06:05:07      06:05:07      254.999       246.544       2.9999
